data,casi,casi_media7gg
2021-11-09,8540,7101.857142857143
2021-11-10,8268,7360.714285714285
2021-11-11,7848,7484.857142857143
2021-11-12,8837,7770.857142857143
2021-11-13,7433,8132.285714285715
2021-11-14,3463,8455.42857142857
2021-11-15,10007,8894.857142857143
2021-11-16,11070,9253.57142857143
2021-11-17,10530,9552.42857142857
2021-11-18,10924,9677.285714285714
2021-11-19,11348,10077.142857142857
2021-11-20,9525,10422.857142857143
2021-11-21,4337,10798.57142857143
2021-11-22,12806,11127.0
2021-11-23,13490,11465.142857142857
2021-11-24,13160,11796.714285714286
2021-11-25,13223,11964.142857142857
2021-11-26,13715,12421.57142857143
2021-11-27,11846,12801.57142857143
2021-11-28,5509,13206.285714285714
2021-11-29,16008,13716.714285714286
2021-11-30,16150,14232.57142857143
2021-12-01,15993,14591.57142857143
2021-12-02,16796,14781.142857142857
2021-12-03,17326,15307.857142857143
2021-12-04,14359,15881.42857142857
2021-12-05,6836,15028.0
2021-12-06,19695,15671.857142857143
2021-12-07,20165,16434.14285714286
2021-12-08,10019,17128.571428571428
2021-12-09,21303,17454.428571428572
2021-12-10,22662,18301.0
2021-12-11,19220,19173.85714285714
2021-12-12,9117,21536.571428571428
2021-12-13,25621,22341.285714285714
2021-12-14,26275,23329.714285714286
2021-12-15,26558,24020.85714285714
2021-12-16,26936,24485.571428571428
2021-12-17,29581,26303.0
2021-12-18,24058,28575.285714285714
2021-12-19,12370,32118.0
2021-12-20,38343,36617.142857142855
2021-12-21,42181,40747.857142857145
2021-12-22,51357,39499.142857142855
2021-12-23,58430,41896.71428571428
2021-12-24,58496,52473.142857142855
2021-12-25,15317,65139.71428571428
2021-12-26,29153,80843.57142857143
2021-12-27,112378,96633.57142857143
2021-12-28,130847,108524.71428571429
2021-12-29,161284,111507.85714285714
2021-12-30,168960,116659.85714285714
2021-12-31,141734,131827.0
2022-01-01,36199,142896.14285714287
2022-01-02,65217,149775.7142857143
2022-01-03,218548,135724.42857142858
2022-01-04,208331,148628.85714285713
2022-01-05,209441,165447.2857142857
2022-01-06,70601,166340.0
2022-01-07,232065,171101.14285714287
2022-01-08,153928,170611.57142857142
2022-01-09,71466,167611.85714285713
2022-01-10,251876,182635.2857142857
2022-01-11,204904,175348.85714285713
2022-01-12,188443,174067.85714285713
2022-01-13,175765,173074.85714285713
2022-01-14,181060,171248.85714285713
2022-01-15,144961,169703.14285714287
2022-01-16,64515,169844.85714285713
2022-01-17,239094,169583.7142857143
2022-01-18,194084,168559.14285714287
2022-01-19,189435,167251.0
2022-01-20,173937,166821.0
2022-01-21,173888,162433.0
2022-01-22,135804,157310.2857142857
2022-01-23,61505,151941.85714285713
2022-01-24,208378,146269.57142857142
2022-01-25,158225,140240.85714285713
2022-01-26,151856,135517.7142857143
2022-01-27,134231,133397.42857142858
2022-01-28,131687,125395.14285714286
2022-01-29,102742,119074.0
2022-01-30,46663,112570.28571428571
2022-01-31,152362,106716.57142857143
2022-02-01,113977,100881.0
2022-02-02,106330,96717.57142857143
2022-02-03,93255,94884.14285714286
2022-02-04,90838,88903.0
2022-02-05,73598,83802.14285714286
2022-02-06,33829,79048.0
2022-02-07,110494,74778.71428571429
2022-02-08,78271,70473.57142857143
2022-02-09,73051,67030.85714285714
2022-02-10,63370,65627.71428571429
2022-02-11,60702,60913.28571428572
2022-02-12,49499,57758.57142857143
2022-02-13,24007,55500.57142857143
2022-02-14,77493,53857.857142857145
2022-02-15,56188,52350.857142857145
2022-02-16,57245,51243.28571428572
2022-02-17,51871,50749.42857142857
2022-02-18,50153,49015.857142857145
2022-02-19,41746,47534.42857142857
2022-02-20,20550,46056.0
2022-02-21,65358,44485.28571428572
2022-02-22,45818,42862.0
2022-02-23,46896,41363.42857142857
2022-02-24,40876,40616.57142857143
2022-02-25,38790,38840.857142857145
2022-02-26,31256,37507.57142857143
2022-02-27,15322,36939.142857142855
2022-02-28,52928,36861.71428571428
2022-03-01,36485,37424.28571428572
2022-03-02,42917,38328.857142857145
2022-03-03,40334,38967.142857142855
2022-03-04,42728,41010.42857142857
2022-03-05,37588,43036.0
2022-03-06,19790,44918.857142857145
2022-03-07,67231,47097.42857142857
2022-03-08,50664,49187.0
2022-03-09,56097,51055.57142857143
2022-03-10,55584,52000.71428571428
2022-03-11,57355,56314.857142857145
2022-03-12,50668,59842.57142857143
2022-03-13,26406,63729.42857142857
2022-03-14,97430,67031.57142857143
2022-03-15,75358,69613.28571428571
2022-03-16,83305,71180.57142857143
2022-03-17,78699,71564.14285714286
2022-03-18,75427,72612.85714285714
2022-03-19,61639,72926.57142857143
2022-03-20,29091,72774.85714285714
2022-03-21,104771,72289.57142857143
2022-03-22,77554,72253.28571428571
2022-03-23,82243,72148.0
2022-03-24,75302,71903.85714285714
2022-03-25,75173,72527.0
2022-03-26,60902,72748.14285714286
2022-03-27,27382,71987.28571428571
2022-03-28,109133,71782.57142857143
2022-03-29,79102,71317.14285714286
2022-03-30,76917,70540.14285714286
2022-03-31,73869,70323.14285714286
2022-04-01,71915,68476.0
